423043,40,2789,95432
698297,-1,6807,130091
893381,-1,3883,24338
906517,-1,7324,118463
2749,-1,36,18
22859,24,148,598
274061,-1,1626,7921
12697,-1,170,1249
636967,-1,3908,57291
963223,265,6332,65843
504221,-1,2820,16439
718999,-1,4387,37236
105499,-1,1115,6116
92189,-1,1173,14446
413461,-1,2953,30365
597613,-1,4462,72831
207971,263,2172,43203
78439,25,486,2282
93563,46,896,9203
41759,52,361,2351
139483,117,1459,27669
989981,-1,3983,24480
160879,63,1643,20528
412793,-1,4202,71168
294439,39,2645,28928
445463,40,5788,22717
376049,-1,2082,35887
820681,-1,2719,10248
790219,41,5325,112713
191579,42,610,2877
887141,-1,4296,24240
994723,141,8481,126566
197573,-1,1328,27528
472261,-1,2738,33807
12527,27,471,8
939739,44,5172,75511
924529,-1,6095,143197
104383,-1,633,5855
117883,30,1137,24760
713599,165,4344,93906
919033,-1,8459,151640
922813,-1,4777,46865
595373,-1,10640,33965
378223,32,4554,79448
127037,-1,1429,17473
297991,-1,1282,141
151279,-1,1324,13835
423191,70,2035,8998
207241,-1,2366,34425
24379,-1,270,2155
310501,-1,3958,31011
452269,-1,2976,32829
547087,-1,5281,86185
185441,-1,2071,48951
487933,-1,2469,14949
212923,51,1830,21798
239699,28,1829,56977
648689,-1,2658,8718
65777,-1,2650,9346
199343,126,1945,38691
81569,-1,742,9168
548897,-1,4663,63215
552469,-1,2926,20300
184693,-1,16376,12924
265241,-1,5776,31616
746017,-1,30397,148380
725437,-1,16707,63232
129719,37,36923,20305
211741,-1,3013,10759
976607,100,21474,150840
879607,-1,5749,133870
832763,889,6894,137015
462851,-1,3453,92790
912217,-1,10108,183039
184291,103,1420,12006
324647,97,1632,11475
529003,34,2408,12238
307759,-1,2148,23621
421987,-1,3222,36553
536353,-1,4467,65940
52267,173,2162,1255
250871,116,2118,27485
129919,-1,872,15390
231677,-1,2253,32628
211811,32,1787,20826
766687,38,4856,57512
177467,383,1651,24882
326219,114,2653,36449
208961,-1,1138,8137
227893,-1,1767,34358
958369,-1,5745,68622
721043,-1,3780,41536
922807,28,5755,102587
824419,674,4700,30849
530209,-1,611,9251
51307,-1,17547,242027
83003,-1,790,7990
369029,-1,3043,41207
757403,207,4171,29721
176713,-1,866,3582
469529,-1,5022,71004
490537,-1,5210,83319
695377,-1,4680,40911
325607,67,1338,4457
714677,-1,2782,28420
197567,343,1762,38373
390673,-1,1901,13645
697973,-1,7320,169281
765251,40,6762,113088
92419,-1,616,147
673349,-1,3058,68236
315223,155,3015,109115
273899,48,2546,34354
879673,-1,6100,76013
64483,341,492,1817
41771,35,652,3204
146317,-1,1800,24849
171917,-1,754,2677
417451,546,3238,45726
294023,51,1060,1604
993479,321,13469,43597
109303,27,5042,18284
639719,76,4172,109117
41771,-1,525,5993
147209,-1,1448,14743
73453,-1,776,10042
895231,-1,8408,112984
582227,99,2183,4894
512047,101,3108,7935
510889,-1,8316,117013
7229,-1,3260,273
192091,79,7047,20324
179749,-1,971,6427
709097,-1,5844,78122
598541,-1,4120,47809
912049,-1,13645,17699
225683,60,4962,15421
53,-1,12,26
334423,76,16065,50506
569771,48,10645,108776
100357,-1,692,974
225749,32,1581,15732
975847,-1,1970,25529
301579,63,2317,29953
371479,81,6308,138942
477013,-1,12727,16491
350039,77,8345,43220
855203,120,10201,240429
902039,70,1099,15921
976559,72,1083,6550
100517,-1,33909,56242
111767,51,27439,232964
746411,655,6741,99585
560827,108,5616,41366
116089,-1,1667,17390
920291,73,8369,516
704101,-1,587,5536
50789,-1,6689,104871
335917,-1,2361,20656
398393,-1,3296,47634
617531,-1,4326,51765
42331,-1,425,3582
110273,-1,959,10115
384697,-1,1795,10192
172027,114,1738,21434
153449,-1,1270,16727
338161,-1,7911,32803
1499,12,56,26
395671,595,3313,52468
526633,-1,2425,30094
405667,213,3964,82813
46771,-1,296,85
747889,-1,6633,26703
313979,70,1890,21752
877699,-1,22543,184507
670903,-1,487,3765
49103,23,9476,93387
738487,34,1649,16584
208807,-1,10927,101497
469379,83,4333,68044
213359,124,2130,57927
828743,80,10867,129516
718579,-1,3608,17912
965023,124,4568,24813
84047,33,875,9387
94057,-1,2992,212
769751,67,3448,47272
236519,78,1655,12186
67751,54,756,19457
886177,-1,30290,156333
434981,-1,31797,40311
335843,215,21454,9833
649277,-1,19382,53581
481157,-1,5363,66152
196277,-1,792,2977
339811,-1,1447,4488
6473,-1,812,404
960131,-1,4368,12409
24859,37,343,12127
785573,-1,4345,23855
925901,-1,5629,78362
791543,89,6195,71616
255469,-1,1651,12361
797851,30,7222,114714
593587,-1,3822,39977
309731,59,2806,36562
291829,-1,1522,5708
553051,61,5261,70880
684163,285,4410,46492
415447,94,2583,25218
762061,-1,6279,119822
275503,-1,2511,32214
8863,-1,74,6
381347,94,1846,7957
85061,-1,393,585
384067,-1,4131,27005
84589,-1,496,528
326597,-1,2418,62617
955901,-1,9763,164805
527987,92,6228,89635
457003,-1,3313,31986
778537,-1,9430,149843
416333,-1,3726,60071
631223,187,5627,75120
745621,-1,9534,116994
319849,-1,3392,48504
733133,-1,3970,71695
473617,-1,4863,78132
237571,154,1530,12753
994489,-1,5740,49745
454063,-1,11491,148218
340897,-1,1829,11921
926293,-1,3779,8011
14401,-1,767,3869
69761,-1,803,18822
710189,-1,339,3559
27017,-1,19794,153123
821057,-1,1000,3619
140593,-1,6349,68828
544129,-1,4996,64903
856417,-1,12547,218106
318233,-1,4173,56922
550717,-1,6850,153305
978157,-1,5573,31907
709693,-1,6742,85090
548213,-1,8176,135225
187139,57,964,657
707561,-1,5722,76513
156799,20,2149,40125
123863,78,1146,1525
926963,143,6743,21680
345517,-1,3453,35368
347513,-1,1667,5846
419147,23,30786,22625
163259,107,12566,52710
879449,-1,8005,108128
652291,-1,11261,163881
17443,97,256,3015
117443,-1,1448,15468
407621,-1,4098,54173
517061,-1,5725,60618
16319,26,1120,914
198223,69,1515,27775
2267,12,87,97
334751,213,2531,31398
176213,-1,2462,74941
175079,25,2013,21602
78901,-1,768,6358
22943,34,1100,2361
444811,-1,6125,93611
485201,-1,5149,98791
168559,21,1819,20645
848201,-1,5371,56486
76943,26,867,8965
297779,49,2208,11302
513749,-1,5152,11075
790369,-1,5503,106102
200191,88,2233,8644
499159,82,2903,14786
559739,157,3984,9289
750853,-1,1763,26234
168263,27,5568,72748
387281,-1,1510,2340
768133,-1,6925,64328
851359,-1,8153,143241
11579,37,125,851
640859,166,3326,4184
407923,99,7413,141678
323359,33,1689,3551
849097,-1,5959,64827
636931,72,5954,74964
894371,314,1522,21202
139999,55,3207,26767
550703,71,22537,187015
71479,-1,571,3098
291869,-1,2379,14652
454919,64,4086,43924
448207,127,2204,5537
317263,165,1638,3079
350249,-1,2147,30554
28309,-1,258,289
922217,-1,7097,62611
527281,-1,5177,112674
379157,-1,1828,27716
167173,-1,3974,67439
150299,61,1073,15190
929791,-1,6754,115777
834787,60,9806,163278
957091,332,1739,24872
290971,78,7634,160486
509329,-1,2000,1396
44017,-1,495,7154
254791,58,2508,32128
630941,-1,5914,97395
537281,-1,9078,184102
939229,-1,9448,36412
981137,-1,9104,218482
437719,-1,4639,83517
395107,98,3290,47425
49531,-1,404,2545
315521,-1,1720,8949
712687,214,6394,10557
929629,-1,2199,14299
371227,60,9065,170579
351341,-1,935,3230
115693,-1,4898,35287
549091,129,3490,55618
880559,47,829,14792
561277,-1,6052,136218
75991,92,2644,58108
239849,-1,9166,185548
251291,42,2557,37644
681971,-1,7559,81266
508129,-1,1085,4850
962011,-1,13750,199050
124781,-1,697,23157
53327,-1,9782,230153
949043,155,5244,54720
826883,-1,2974,43584
307129,-1,9532,203788
72379,121,1117,6306
523603,1498,3859,31695
671299,183,5524,93266
957851,511,8261,143421
485497,-1,5560,91376
122557,-1,2124,34087
140983,-1,1429,23421
639307,30,3191,18101
230761,-1,1362,20660
24481,21,394,6573
364027,43,1979,11081
355339,-1,3808,76946
760637,-1,5803,116023
652189,-1,6186,133478
776521,-1,7457,121221
629339,100,6730,138692
190097,-1,1274,545
798887,27,4244,58335
152843,73,930,7378
166643,44,1276,4487
825467,265,6032,73036
219799,218,9324,14904
320449,-1,1777,17226
715549,-1,17631,153362
843737,-1,19954,175712
153271,64,1490,22103
852287,174,7403,101741
920921,-1,8486,62013
728003,-1,11669,225208
352841,-1,4025,69233
471929,-1,5425,117386
946489,-1,3732,60352
514939,-1,43069,224398
991633,-1,7437,162835
387641,-1,4570,121051
905111,109,5958,125989
80651,-1,680,460
520609,-1,2052,24559
289469,-1,6583,146757
784183,285,19128,199735
216263,40,2494,18562
413597,-1,3276,74859
719203,83,3681,34014
661183,-1,3888,6985
971899,228,6305,114897
980827,-1,2425,24695
366013,-1,9570,216423
185057,-1,1810,38357
308219,66,2251,44134
539401,-1,2098,3727
858527,86,2380,54030
337919,-1,685,7339
60733,-1,11612,224098
534203,117,3534,29492
459607,-1,6651,128284
493457,-1,3076,44579
110557,-1,1378,13777
347167,418,5681,59050
794041,-1,9727,155662
3547,105,61,480
697999,-1,7649,153668
182701,-1,1573,18045
419701,-1,5666,105598
967529,-1,5804,43494
277231,-1,2315,28338
410623,61,4687,96077
229591,62,3111,47774
705079,-1,4530,44502
808481,-1,10153,196957
638171,188,5173,26495
249589,-1,2082,12541
799259,58,3889,16784
393671,69,2793,44809
133277,-1,906,2734
549749,-1,2670,2941
513593,-1,4018,47899
769547,66,6653,114420
149861,-1,807,3752
560479,135,5769,133676
953539,135,4625,31446
695881,-1,6219,93819
764327,156,8036,169456
277883,54,2589,33054
146669,-1,746,200
83561,-1,3303,1993
311453,-1,1532,12902
178639,199,1979,34228
947171,47,17813,168130
806789,-1,28318,89180
544517,-1,4559,54948
465163,-1,6409,177148
373613,-1,4903,70021
435779,75,5604,95491
302429,-1,4415,80187
131777,-1,1538,29236
150169,-1,2465,33407
537919,104,10070,126464
688201,-1,8147,239022
796259,178,7633,160890
874397,-1,8499,208868
908879,105,9933,152174
610829,-1,4717,97195
397489,-1,4171,87189
928307,119,3036,136107
641387,106,7118,15289
407947,104,1864,4883
145121,-1,1516,28621
46807,59,315,1606
481751,39,7703,87325
666541,-1,4987,91549
994073,-1,3756,17335
902053,-1,5398,78675
385663,113,1897,24952
202519,112,1444,23940
235051,94,1306,21954
242927,78,2226,33755
522439,-1,3239,26433
976147,45,3213,42763
406969,-1,10684,199964
942827,75,10527,216229
279413,-1,2920,56895
829111,243,3245,8761
734771,24,2889,73572
462881,-1,6081,138366
777001,-1,7100,111955
520699,24,5635,107886
530249,-1,1569,35658
784087,-1,15946,53954
210209,-1,5223,146907
208907,133,2189,41496
263101,-1,2395,46040
503543,140,2939,24250
864077,-1,6038,91016
558947,58,5619,128142
511933,-1,3219,22046
625909,-1,11704,259617
683143,106,3916,60579
451609,-1,9229,191819
14173,-1,255,5463
408677,-1,4207,88472
595949,-1,3298,31434
301897,-1,4939,14498
696623,65,3304,16143
783151,-1,1828,15289
236869,-1,5368,59553
574817,-1,6424,125728
861239,-1,7990,168030
473173,-1,1483,3874
233983,119,1753,17272
332417,-1,3463,62682
340777,-1,5190,63092
657841,-1,2208,18881
355967,29,7750,148119
663359,89,3882,22785
754421,-1,1492,15584
137219,267,7106,207413
801077,-1,4732,43816
297403,-1,3868,61103
688333,-1,6524,98239
6299,19,101,872
149803,101,1314,19394
214733,-1,2362,41221
991693,-1,4485,26708
918529,-1,13355,185213
557273,-1,13539,41484
690467,88,958,11214
143177,-1,14813,38532
506791,-1,3929,67515
517457,-1,5976,146011
67057,-1,752,8556
374041,-1,4118,70122
11279,38,204,826
82699,-1,790,8834
855719,101,1317,17412
817457,-1,5295,86851
158143,163,939,4441
179119,-1,6421,118632
860543,102,6487,94002
59779,80,479,4096
286103,85,2626,52397
571069,-1,4878,114160
882773,-1,4294,34123
152393,-1,2012,38456
71777,-1,790,24080
309461,-1,1991,41250
521539,-1,5346,98810
887269,-1,5017,80497
638663,27,6173,125201
449653,-1,7977,59187
141769,-1,853,172
304643,-1,1611,30479
221251,-1,2806,52502
467627,104,2277,19159
934753,-1,6743,99739
779749,-1,3585,8348
877333,-1,30796,136246
736027,84,7555,105358
895799,-1,3378,2841
954257,-1,2502,22285
504299,127,1002,7539
133481,-1,8550,164274
344693,-1,3769,68022
804383,69,3340,8715
892091,135,5043,39444
899537,-1,8388,157134
21563,32,326,3108
261787,-1,1956,25028
78157,-1,498,1615
119881,-1,3149,37189
63247,-1,565,6898
215077,-1,2310,41758
10159,21,146,2827
665153,-1,532,568
108079,27,6763,152480
163027,28,791,2816
277261,-1,1379,6137
662527,-1,5972,129953
979439,330,9614,183804
823351,764,9276,201438
977971,-1,8188,134494
768503,194,3054,6710
701359,64,6312,95153
687949,-1,5718,151286
888533,-1,3994,25282
393247,69,3738,77476
975941,-1,5726,85752
865681,-1,6264,45849
20753,-1,181,2172
717751,431,4871,73537
564307,-1,3995,69970
789623,38,6858,130618
728743,247,6409,124401
1063,-1,53,0
985027,-1,7661,174487
881417,-1,7399,146785
735983,62,6182,145232
966727,-1,9084,151254
575231,693,1988,1470
829063,197,8632,128735
171161,-1,5039,6476
243577,-1,1955,32408
210421,-1,1341,10653
325627,-1,1992,25815
976799,149,6209,115169
80147,99,511,10838
402739,83,4246,52770
821897,-1,3900,42249
536399,33,6893,87501
958519,81,4181,8286
552511,-1,4115,59619
719813,-1,7083,187078
339187,56,1918,20100
541193,-1,2787,22220
198313,-1,1298,6096
638629,-1,2660,235
678493,-1,5875,135838
526831,183,4105,75620
361441,-1,2314,3962
16603,52,188,934
157189,-1,1656,25556
149519,94,1377,25190
690491,204,3542,41666
775309,-1,3920,34673
72073,-1,777,17029
308467,-1,2947,44061
179573,-1,1001,6398
123791,65,1200,8848
200867,29,5480,201
27031,33,139,16
973837,-1,5314,79348
294731,62,13017,83902
715639,-1,649,2562
51941,-1,2581,15697
489961,-1,7958,230300
667241,-1,11651,52698
33457,-1,502,4898
183487,-1,1929,25313
314879,117,2151,10959
688453,-1,5443,41056
989671,-1,7567,60992
240319,26,881,957
484733,-1,4234,90078
636863,51,3676,56792
626833,-1,3787,50532
628267,94,4756,71629
978973,-1,1768,9432
384287,87,3335,2699
946987,131,9492,208121
907717,-1,1092,10408
162091,35,9816,181839
31,55,17,2
460721,-1,5767,124004
273271,-1,4370,11881
159773,-1,1944,34392
978001,-1,2672,6657
558529,-1,3650,157622
717397,-1,8696,24561
617189,-1,6080,123336
928337,-1,7798,112943
879691,244,8791,55904
785779,-1,6883,161278
230807,57,1558,22060
784501,-1,5674,97629
630493,-1,2612,1658
655859,93,5057,80102
480731,-1,3254,50907
305033,-1,2340,43010
761521,-1,7166,170478
464879,82,3660,110139
908623,132,9084,190105
157259,35,1031,10555
255209,-1,2697,37303
463753,-1,3211,35995
793931,74,15824,107909
37199,63,387,4616
490277,-1,2705,22454
37649,-1,427,8166
32027,57,380,14786
757271,52,6557,113708
768787,122,4765,2188
435371,449,2262,20303
228521,-1,1992,22680
178681,-1,1117,18039
849539,40,3592,16416
254519,84,1493,34644
409327,279,3689,62565
32297,-1,363,4026
754121,-1,4069,27799
185903,66,1693,14354
347057,-1,3057,42468
780173,-1,5935,90005
353057,-1,1615,15394
241847,-1,2325,32747
644999,106,3793,35758
332641,-1,1978,13109
844309,-1,7984,152902
867431,324,6796,128804
649871,97,8728,107136
348097,-1,1662,23021
57977,-1,605,5438
351133,-1,2039,24082
112919,39,1055,11160
12889,-1,166,1651
430663,-1,2298,21454
276347,35,1970,27134
562007,71,3088,21210
513739,81,3708,45573
926183,206,8617,208860
933479,120,10756,143006
616589,-1,3774,43433
161281,-1,1444,18519
291007,21,2813,52064
494903,81,3399,46126
753647,114,4951,68290
843677,-1,4262,35804
79939,17,608,3749
787139,39,12731,66065
558241,-1,10822,55669
852751,214,7293,21755
882631,270,9753,197415
637711,-1,5327,96367
899149,-1,3077,8876
973823,48,5274,57566
112481,-1,1544,6218
828221,-1,8417,212283
792263,58,9175,140108
89227,-1,842,11393
320153,-1,2789,50536
321949,-1,2810,42128
171029,-1,1536,23597
139759,-1,940,7020
13693,-1,214,1304
581137,-1,5201,74193
480881,-1,3258,39834
644519,64,5145,72898
137483,25,745,4520
730753,-1,4445,41974
750521,-1,6339,117622
230693,-1,2067,28368
812599,117,16612,64315
27487,20,300,4181
185189,-1,742,392
605687,156,4368,58733
875297,-1,3661,6240
852893,-1,3591,14429
665573,-1,3442,54974
415231,175,2192,18881
915007,83,8608,255179
710959,-1,5455,84403
958609,-1,7971,108283
994039,74,4389,29078
542081,-1,5258,10827
519433,-1,3546,5440
837307,86,4585,92723
126019,98,746,469
540539,175,6730,68768
745231,-1,5388,91556
696323,114,5715,111849
741131,344,13268,259
201781,-1,1150,9669
83257,-1,702,11481
325673,-1,2535,37408
45823,16,561,18337
1531,-1,211,40
779489,-1,17541,98392
378559,-1,2443,22859
42677,-1,276,3286
661673,-1,5958,118159
772451,370,16439,155879
228523,-1,1870,32137
572417,-1,3132,24503
371897,-1,3840,61841
3347,14,62,345
885821,-1,9046,145850
407843,166,1566,603
474647,49,3814,52996
708011,52,5066,103345
250643,93,1827,28264
189019,160,2596,44320
648931,90,5920,86798
691651,193,6658,130303
558869,-1,5877,40225
502259,109,2379,15055
922367,87,2848,25442
548263,-1,2431,80415
279991,47,6278,35503
89797,-1,733,8286
238031,75,505,4665
48479,30,1397,10763
272507,38,2300,37253
154057,-1,1316,23702
750961,-1,19207,129000
128291,31,1587,16021
866053,-1,9519,162559
813797,-1,12149,154049
883537,-1,5015,29701
851659,87,11042,220924
720133,-1,7349,55887
878789,-1,7644,132784
47903,36,214,1
751613,-1,3013,10061
4919,15,63,147
762049,-1,4979,47370
564917,-1,2520,15226
959473,-1,5529,60058
966293,-1,1508,16785
151967,60,9045,191416
92369,-1,564,5992
387109,-1,986,15278
194809,-1,3229,59252
365641,-1,2029,13147
710977,-1,2155,15431
408041,-1,2693,33789
426301,-1,6453,122176
582809,-1,2137,209
414731,53,3288,47397
95603,-1,677,5167
523349,-1,6468,77579
65371,40,408,2212
266281,-1,2130,22523
150659,24,1169,5711
15461,-1,114,274
89017,-1,809,18558
982231,-1,7869,103321
639689,-1,8056,107484
639487,122,3298,28308
294461,-1,3327,53521
294461,-1,3078,49627
429427,75,3215,9759
871963,-1,11310,28655
265021,-1,2522,25793
179437,-1,1610,9487
730811,148,7833,114686
401711,75,4416,63312
647341,-1,3613,20016
355841,-1,3739,61766
54851,19,472,3520
252829,-1,2302,38352
93941,-1,886,9454
256483,42,1348,7972
659873,-1,5482,71248
933329,-1,3545,3132
252157,-1,2865,68169
864167,160,6274,118250
10531,-1,138,1870
147859,-1,1331,31161
64879,17,619,6224
745343,88,3370,12633
390961,-1,1547,3288
501121,-1,7101,68436
515377,-1,2041,5593
999023,176,6372,85255
712837,-1,7838,94235
922081,-1,6999,158481
897647,37,4901,46148
713831,84,2497,5360
409841,-1,14646,53360
492403,-1,3732,78746
628993,-1,3317,58072
450991,56,2995,34740
247031,76,1487,11017
457739,18,1599,24434
250123,70,6956,24287
157217,-1,9151,28217
367181,-1,1557,2791
505091,-1,5564,96598
954853,-1,10842,130913
355307,63,3631,93769
951887,88,8703,139483
548123,41,4667,11904
726301,-1,9413,128077
739631,61,3718,30118
620441,-1,4628,90540
97711,78,1204,50868
60343,-1,676,11510
780853,-1,8633,145135
570221,-1,6479,109635
568189,-1,4455,59906
911321,-1,6637,88543
969233,-1,4233,50334
447179,32,4621,41009
332473,-1,2311,27989
459479,160,561,29257
55061,-1,13309,43770
77761,-1,818,18914
49927,36,471,4584
606301,-1,7677,79563
706049,-1,4062,48146
372067,-1,2928,38417
615731,-1,1975,491
375163,48,5565,82892
841427,34,6226,106189
425977,-1,2283,20452
20173,-1,124,457
346349,-1,1988,22934
942509,-1,6777,99060
132757,-1,1287,28296
24473,-1,196,433
154579,30,872,3660
525493,-1,3115,38245
136333,-1,733,10838
633449,-1,4219,57391
123863,26,1091,10782
167077,-1,1303,37621
156833,-1,1079,10260
697643,47,8574,165247
783791,-1,8493,162747
44281,-1,377,1580
957139,144,7614,110890
357967,43,1557,1036
576787,96,5733,88926
654727,104,4894,71391
636763,-1,3888,43336
999287,78,4308,19835
249749,-1,1060,5159
2713,-1,57,112
663763,121,2788,10536
617107,-1,2839,20172
918433,-1,8339,168331
783121,-1,2793,11387
386731,37,2378,28038
98101,-1,869,10691
353137,-1,1328,16451
23021,-1,180,794
868841,-1,3921,28214
117133,-1,1039,9805
610553,-1,4598,68168
491483,62,1810,818
815401,-1,8285,139617
456293,-1,1465,3799
667547,129,5015,59467
686723,91,5351,106477
534707,69,4441,101006
589583,50,4852,99349
497423,73,1843,12610
346349,-1,1954,18122
807419,185,5445,97182
872923,47,5006,58018
321631,82,1892,20171
937747,79,4886,80202
505613,-1,3182,49696
359563,46,3006,42604
865591,55,3382,16829
476401,-1,2835,31602
209861,-1,1327,11066
264599,75,2372,44967
432097,-1,2012,18233
786431,114,6669,106937
889697,-1,3258,4942
106861,-1,865,17544
535133,-1,2576,19629
713807,89,6646,99425
979177,-1,4807,39356
49177,-1,313,13271
542947,49,1985,5392
788621,-1,7481,126726
55109,-1,2934,5284
437509,-1,2908,27937
37657,-1,267,1525
536243,47,3575,40545
336683,46,2276,33755
88741,-1,557,3076
465167,-1,2476,20087
46993,-1,421,3837
565429,-1,2416,16780
131849,-1,602,2145
443249,-1,2579,27194
249329,-1,1543,52544
1861,-1,33,55
132151,147,963,8343
393377,-1,2644,41539
539167,45,4553,63993
871229,-1,8395,124174
741857,-1,5489,101364
164767,-1,1067,10203
850393,-1,5335,56613
49369,-1,362,3632
843589,-1,5434,71545
611483,18,2157,18340
129293,-1,541,10546
763649,-1,4235,97747
826831,71,4596,35202
199753,-1,1885,26903
247381,-1,1424,14056
831769,-1,10058,127356
682141,-1,4411,50699
799313,-1,2307,12845
858787,-1,6109,108166
5569,-1,422,5118
12829,14,150,966
831781,-1,3147,9445
505949,-1,2041,15192
78791,26,339,349
153947,29,899,9141
454247,11,2597,42233
991427,115,5655,61919
728747,26,2055,8553
343543,-1,1039,6651
239597,-1,8723,22593
206203,118,1364,15243
648059,37,3308,40236
75109,-1,357,8260
130069,-1,868,754
653963,37,3867,39662
313409,-1,1573,14909
733879,-1,5075,78129
953297,-1,7243,112275
580889,-1,4546,66348
449671,47,2482,23146
91463,21,387,228
15647,16,124,855
647131,-1,5697,104590
497117,-1,3323,37110
421717,-1,2740,28755
166417,-1,1451,17380
715189,-1,3589,25714
975901,-1,4733,39233
447323,41,1749,542
507289,-1,4476,31408
574003,-1,5037,76735
